Year,Country,Attribute,Sector (NACE rev. 2),Unit,Value
2019,Lithuania,Value added at factor cost,Bio-based electricity,Million euros,29.03113696
2019,Lithuania,Value added at factor cost,Bio-based pharmaceuticals,Million euros,63.41033581
2019,Lithuania,Value added at factor cost,Bio-based textile,Million euros,71.16018711
2019,Lithuania,Value added at factor cost,Bio-based textiles,Million euros,130.9971551
2019,Lithuania,Value added at factor cost,Bio-based wearing apparel,Million euros,56.27684914
2019,Lithuania,Value added at factor cost,Biodiesel,Million euros,2.686143401
2019,Lithuania,Value added at factor cost,Bioeconomy,Million euros,3640.077357
2019,Lithuania,Value added at factor cost,Bioethanol,Million euros,55.926769
2019,Lithuania,Value added at factor cost,Fishing and Aquaculture,Million euros,42
2019,Lithuania,Value added at factor cost,Food,Million euros,805.8
2019,Lithuania,Value added at factor cost,"Food, beverage and tobacco",Million euros,928.7
2019,Lithuania,Value added at factor cost,Forestry,Million euros,246.8
2019,Lithuania,Value added at factor cost,Leather,Million euros,3.560118868
2019,Lithuania,Value added at factor cost,Liquid biofuels,Million euros,58.6129124
2019,Lithuania,Value added at factor cost,Paper,Million euros,175.6621609
2019,Lithuania,Value added at factor cost,Rubber and bio-based plastics,Million euros,3.62989331
2019,Lithuania,Value added at factor cost,Wood products,Million euros,334.402022
2019,Lithuania,Value added at factor cost,Wood products and furniture,Million euros,697.7166398
2019,Lithuania,Value added at factor cost,Wooden furniture,Million euros,363.3146177
2019,Luxembourg,Apparent labour productivity,Agriculture,1000 EUR per person,39.09638554
2019,Luxembourg,Apparent labour productivity,Beverage,1000 EUR per person,102.0449898
2019,Luxembourg,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,68.81547139
2019,Luxembourg,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,69.16059789
2019,Luxembourg,Apparent labour productivity,Bio-based electricity,1000 EUR per person,302.4390244
2019,Luxembourg,Apparent labour productivity,Bio-based textile,1000 EUR per person,36.36363636
2019,Luxembourg,Apparent labour productivity,Bio-based textiles,1000 EUR per person,36.36363636
2019,Luxembourg,Apparent labour productivity,Bioeconomy,1000 EUR per person,49.16550916
2019,Luxembourg,Apparent labour productivity,Food,1000 EUR per person,50.49717294
2019,Luxembourg,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,54.98398006
2019,Luxembourg,Apparent labour productivity,Forestry,1000 EUR per person,22.12121212
2019,Luxembourg,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,71.80094787
2019,Luxembourg,Apparent labour productivity,Wood products,1000 EUR per person,46.40234949
2019,Luxembourg,Apparent labour productivity,Wood products and furniture,1000 EUR per person,46.36598973
2019,Luxembourg,Apparent labour productivity,Wooden furniture,1000 EUR per person,46.06741573
2019,Luxembourg,Location Quotient,Agriculture,Ratio,0.25999599
2019,Luxembourg,Location Quotient,Beverage,Ratio,0.769037519
2019,Luxembourg,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.903793633
2019,Luxembourg,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,0.202061279
2019,Luxembourg,Location Quotient,Bio-based electricity,Ratio,0.989831542
2019,Luxembourg,Location Quotient,Bio-based pharmaceuticals,Ratio,0
2019,Luxembourg,Location Quotient,Bio-based textile,Ratio,0.013826857
2019,Luxembourg,Location Quotient,Bio-based textiles,Ratio,0.003813684
2019,Luxembourg,Location Quotient,Bio-based wearing apparel,Ratio,0
2019,Luxembourg,Location Quotient,Bioeconomy,Ratio,0.403979786
2019,Luxembourg,Location Quotient,Bioethanol,Ratio,0
2019,Luxembourg,Location Quotient,Fishing and Aquaculture,Ratio,0
2019,Luxembourg,Location Quotient,Food,Ratio,0.849011168
2019,Luxembourg,Location Quotient,"Food, beverage and tobacco",Ratio,0.833985304
2019,Luxembourg,Location Quotient,Forestry,Ratio,0.441045247
2019,Luxembourg,Location Quotient,Leather,Ratio,0
2019,Luxembourg,Location Quotient,Liquid biofuels,Ratio,0
2019,Luxembourg,Location Quotient,Paper,Ratio,0
2019,Luxembourg,Location Quotient,Rubber and bio-based plastics,Ratio,0.173592285
2019,Luxembourg,Location Quotient,Wood products,Ratio,0.508694937
2019,Luxembourg,Location Quotient,Wood products and furniture,Ratio,0.385453398
2019,Luxembourg,Location Quotient,Wooden furniture,Ratio,0.128938355
2019,Luxembourg,Number of persons employed,Agriculture,Number of people employed,3320
2019,Luxembourg,Number of persons employed,Beverage,Number of people employed,489
2019,Luxembourg,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,119.4882002
2019,Luxembourg,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,135.1067904
2019,Luxembourg,Number of persons employed,Bio-based electricity,Number of people employed,35.85149249
2019,Luxembourg,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,0
2019,Luxembourg,Number of persons employed,Bio-based textile,Number of people employed,4.363650457
2019,Luxembourg,Number of persons employed,Bio-based textiles,Number of people employed,4.363650457
2019,Luxembourg,Number of persons employed,Bio-based wearing apparel,Number of people employed,0
2019,Luxembourg,Number of persons employed,Bioeconomy,Number of people employed,10179.12823
2019,Luxembourg,Number of persons employed,Bioethanol,Number of people employed,0
2019,Luxembourg,Number of persons employed,Fishing and Aquaculture,Number of people employed,0
2019,Luxembourg,Number of persons employed,Food,Number of people employed,5129
2019,Luxembourg,Number of persons employed,"Food, beverage and tobacco",Number of people employed,5618
2019,Luxembourg,Number of persons employed,Forestry,Number of people employed,330
2019,Luxembourg,Number of persons employed,Leather,Number of people employed,0
2019,Luxembourg,Number of persons employed,Liquid biofuels,Number of people employed,0
2019,Luxembourg,Number of persons employed,Paper,Number of people employed,0
2019,Luxembourg,Number of persons employed,Rubber and bio-based plastics,Number of people employed,15.61859021
2019,Luxembourg,Number of persons employed,Total sectors,Number of people employed,289100
2019,Luxembourg,Number of persons employed,Wood products,Number of people employed,655.9286002
2019,Luxembourg,Number of persons employed,Wood products and furniture,Number of people employed,735.8063002
2019,Luxembourg,Number of persons employed,Wooden furniture,Number of people employed,79.8777
2019,Luxembourg,Turnover,Agriculture,Million euros,442.6
2019,Luxembourg,Turnover,Beverage,Million euros,175.8
2019,Luxembourg,Turnover,Bio-based chemicals (excluding biofuels),Million euros,36.35676423
2019,Luxembourg,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,41.53088487
2019,Luxembourg,Turnover,Bio-based electricity,Million euros,17.48853292
2019,Luxembourg,Turnover,Bio-based pharmaceuticals,Million euros,0
2019,Luxembourg,Turnover,Bio-based textile,Million euros,0.555373694
2019,Luxembourg,Turnover,Bio-based textiles,Million euros,0.555373694
2019,Luxembourg,Turnover,Bio-based wearing apparel,Million euros,0
2019,Luxembourg,Turnover,Bioeconomy,Million euros,1698.960234
2019,Luxembourg,Turnover,Bioethanol,Million euros,0
2019,Luxembourg,Turnover,Fishing and Aquaculture,Million euros,0
2019,Luxembourg,Turnover,Food,Million euros,804.3
2019,Luxembourg,Turnover,"Food, beverage and tobacco",Million euros,980.1
2019,Luxembourg,Turnover,Forestry,Million euros,15.6
2019,Luxembourg,Turnover,Leather,Million euros,0
2019,Luxembourg,Turnover,Liquid biofuels,Million euros,0
2019,Luxembourg,Turnover,Paper,Million euros,0
2019,Luxembourg,Turnover,Rubber and bio-based plastics,Million euros,5.174120642
2019,Luxembourg,Turnover,Wood products,Million euros,192.1552948
2019,Luxembourg,Turnover,Wood products and furniture,Million euros,201.0854421
2019,Luxembourg,Turnover,Wooden furniture,Million euros,8.930147359
2019,Luxembourg,Value added at factor cost,Agriculture,Million euros,129.8
2019,Luxembourg,Value added at factor cost,Beverage,Million euros,49.9
2019,Luxembourg,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,8.222636825
2019,Luxembourg,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,9.344066406
2019,Luxembourg,Value added at factor cost,Bio-based electricity,Million euros,10.84289041
2019,Luxembourg,Value added at factor cost,Bio-based pharmaceuticals,Million euros,0
2019,Luxembourg,Value added at factor cost,Bio-based textile,Million euros,0.158678198
2019,Luxembourg,Value added at factor cost,Bio-based textiles,Million euros,0.158678198
2019,Luxembourg,Value added at factor cost,Bio-based wearing apparel,Million euros,0
2019,Luxembourg,Value added at factor cost,Bioeconomy,Million euros,500.4620224
2019,Luxembourg,Value added at factor cost,Bioethanol,Million euros,0
2019,Luxembourg,Value added at factor cost,Fishing and Aquaculture,Million euros,0
2019,Luxembourg,Value added at factor cost,Food,Million euros,259
2019,Luxembourg,Value added at factor cost,"Food, beverage and tobacco",Million euros,308.9
2019,Luxembourg,Value added at factor cost,Forestry,Million euros,7.3
2019,Luxembourg,Value added at factor cost,Leather,Million euros,0
2019,Luxembourg,Value added at factor cost,Liquid biofuels,Million euros,0
2019,Luxembourg,Value added at factor cost,Paper,Million euros,0
2019,Luxembourg,Value added at factor cost,Rubber and bio-based plastics,Million euros,1.121429581
2019,Luxembourg,Value added at factor cost,Wood products,Million euros,30.43662814
2019,Luxembourg,Value added at factor cost,Wood products and furniture,Million euros,34.11638736
2019,Luxembourg,Value added at factor cost,Wooden furniture,Million euros,3.679759213
2019,Malta,Apparent labour productivity,Agriculture,1000 EUR per person,35.36723164
2019,Malta,Apparent labour productivity,Beverage,1000 EUR per person,51.79640719
2019,Malta,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,36.68831169
2019,Malta,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,49.52282333
2019,Malta,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,52.81757402
2019,Malta,Apparent labour productivity,Bio-based textile,1000 EUR per person,9.375
2019,Malta,Apparent labour productivity,Bio-based textiles,1000 EUR per person,13.70249798
2019,Malta,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,18.46153846
2019,Malta,Apparent labour productivity,Bioeconomy,1000 EUR per person,31.69283436
2019,Malta,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,6.973684211
2019,Malta,Apparent labour productivity,Food,1000 EUR per person,29.10378811
2019,Malta,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,34.45516592
2019,Malta,Apparent labour productivity,Paper,1000 EUR per person,30.859375
2019,Malta,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,30.92621664
2019,Malta,Apparent labour productivity,Wood products,1000 EUR per person,18.71657754
2019,Malta,Apparent labour productivity,Wood products and furniture,1000 EUR per person,22.1848911
2019,Malta,Apparent labour productivity,Wooden furniture,1000 EUR per person,23.27586207
2019,Malta,Location Quotient,Agriculture,Ratio,0.157333418
2019,Malta,Location Quotient,Beverage,Ratio,1.788650702
2019,Malta,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.254605253
2019,Malta,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,1.044192702
2019,Malta,Location Quotient,Bio-based pharmaceuticals,Ratio,1.308622424
2019,Malta,Location Quotient,Bio-based textile,Ratio,0.319593521
2019,Malta,Location Quotient,Bio-based textiles,Ratio,0.168305486
2019,Malta,Location Quotient,Bio-based wearing apparel,Ratio,0.177049741
2019,Malta,Location Quotient,Bioeconomy,Ratio,0.386128095
2019,Malta,Location Quotient,Bioethanol,Ratio,0
2019,Malta,Location Quotient,Fishing and Aquaculture,Ratio,3.704273128
2019,Malta,Location Quotient,Food,Ratio,0.61007347
2019,Malta,Location Quotient,"Food, beverage and tobacco",Ratio,0.715949748
2019,Malta,Location Quotient,Forestry,Ratio,0
2019,Malta,Location Quotient,Leather,Ratio,0
2019,Malta,Location Quotient,Liquid biofuels,Ratio,0
2019,Malta,Location Quotient,Paper,Ratio,0.316479436
2019,Malta,Location Quotient,Rubber and bio-based plastics,Ratio,0.892273103
2019,Malta,Location Quotient,Wood products,Ratio,0.158551756
2019,Malta,Location Quotient,Wood products and furniture,Ratio,0.447571154
2019,Malta,Location Quotient,Wooden furniture,Ratio,1.04913637
2019,Malta,Number of persons employed,Agriculture,Number of people employed,1770
2019,Malta,Number of persons employed,Beverage,Number of people employed,1002
2019,Malta,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,29.6554115
2019,Malta,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,615.1139647
2019,Malta,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,514.7307667
2019,Malta,Number of persons employed,Bio-based textile,Number of people employed,88.85979112
2019,Malta,Number of persons employed,Bio-based textiles,Number of people employed,169.6619126
2019,Malta,Number of persons employed,Bio-based wearing apparel,Number of people employed,80.80212147
2019,Malta,Number of persons employed,Bioeconomy,Number of people employed,8571.625867
2019,Malta,Number of persons employed,Bioethanol,Number of people employed,0
2019,Malta,Number of persons employed,Fishing and Aquaculture,Number of people employed,760
2019,Malta,Number of persons employed,Food,Number of people employed,3247
2019,Malta,Number of persons employed,"Food, beverage and tobacco",Number of people employed,4249
2019,Malta,Number of persons employed,Forestry,Number of people employed,0
2019,Malta,Number of persons employed,Leather,Number of people employed,0
2019,Malta,Number of persons employed,Liquid biofuels,Number of people employed,0
2019,Malta,Number of persons employed,Paper,Number of people employed,255.1280664
2019,Malta,Number of persons employed,Rubber and bio-based plastics,Number of people employed,70.72778646
2019,Malta,Number of persons employed,Total sectors,Number of people employed,254700
2019,Malta,Number of persons employed,Wood products,Number of people employed,180.1154893
2019,Malta,Number of persons employed,Wood products and furniture,Number of people employed,752.721923
2019,Malta,Number of persons employed,Wooden furniture,Number of people employed,572.6064337
2019,Malta,Turnover,Agriculture,Million euros,131.9
2019,Malta,Turnover,Beverage,Million euros,111.3
2019,Malta,Turnover,Bio-based chemicals (excluding biofuels),Million euros,2.994426291
2019,Malta,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,85.2256908
2019,Malta,Turnover,Bio-based pharmaceuticals,Million euros,79.69231833
2019,Malta,Turnover,Bio-based textile,Million euros,1.666121083
2019,Malta,Turnover,Bio-based textiles,Million euros,8.544660655
2019,Malta,Turnover,Bio-based wearing apparel,Million euros,6.878539572
2019,Malta,Turnover,Bioeconomy,Million euros,956.1352708
2019,Malta,Turnover,Bioethanol,Million euros,0
2019,Malta,Turnover,Fishing and Aquaculture,Million euros,203.1
2019,Malta,Turnover,Food,Million euros,355.1
2019,Malta,Turnover,"Food, beverage and tobacco",Million euros,466.4
2019,Malta,Turnover,Forestry,Million euros,0
2019,Malta,Turnover,Leather,Million euros,0
2019,Malta,Turnover,Liquid biofuels,Million euros,0
2019,Malta,Turnover,Paper,Million euros,24.81519084
2019,Malta,Turnover,Rubber and bio-based plastics,Million euros,2.538946181
2019,Malta,Turnover,Wood products,Million euros,7.609157036
2019,Malta,Turnover,Wood products and furniture,Million euros,36.1497285
2019,Malta,Turnover,Wooden furniture,Million euros,28.54057146
2019,Malta,Value added at factor cost,Agriculture,Million euros,62.6
2019,Malta,Value added at factor cost,Beverage,Million euros,51.9
2019,Malta,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,1.08800698
2019,Malta,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,30.4621802
2019,Malta,Value added at factor cost,Bio-based pharmaceuticals,Million euros,27.18683037
2019,Malta,Value added at factor cost,Bio-based textile,Million euros,0.833060542
2019,Malta,Value added at factor cost,Bio-based textiles,Million euros,2.324792015
2019,Malta,Value added at factor cost,Bio-based wearing apparel,Million euros,1.491731473
2019,Malta,Value added at factor cost,Bioeconomy,Million euros,271.6591188
2019,Malta,Value added at factor cost,Bioethanol,Million euros,0
2019,Malta,Value added at factor cost,Fishing and Aquaculture,Million euros,5.3
2019,Malta,Value added at factor cost,Food,Million euros,94.5
2019,Malta,Value added at factor cost,"Food, beverage and tobacco",Million euros,146.4
2019,Malta,Value added at factor cost,Forestry,Million euros,0
2019,Malta,Value added at factor cost,Leather,Million euros,0
2019,Malta,Value added at factor cost,Liquid biofuels,Million euros,0
2019,Malta,Value added at factor cost,Paper,Million euros,7.873092675
2019,Malta,Value added at factor cost,Rubber and bio-based plastics,Million euros,2.187342847
2019,Malta,Value added at factor cost,Wood products,Million euros,3.371145522
2019,Malta,Value added at factor cost,Wood products and furniture,Million euros,16.69905389
2019,Malta,Value added at factor cost,Wooden furniture,Million euros,13.32790837
2019,Netherlands,Apparent labour productivity,Agriculture,1000 EUR per person,65.75897436
2019,Netherlands,Apparent labour productivity,Beverage,1000 EUR per person,144.0057351
2019,Netherlands,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,203.5985327
2019,Netherlands,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,174.0606385
2019,Netherlands,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,168.0754274
2019,Netherlands,Apparent labour productivity,Bio-based textile,1000 EUR per person,71.61610502
2019,Netherlands,Apparent labour productivity,Bio-based textiles,1000 EUR per person,63.22562159
2019,Netherlands,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,41.45691442
2019,Netherlands,Apparent labour productivity,Bioeconomy,1000 EUR per person,81.14633649
2019,Netherlands,Apparent labour productivity,Bioethanol,1000 EUR per person,228.3441015
2019,Netherlands,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,102
2019,Netherlands,Apparent labour productivity,Food,1000 EUR per person,88.67820602
2019,Netherlands,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,93.31058212
2019,Netherlands,Apparent labour productivity,Forestry,1000 EUR per person,85.5
2019,Netherlands,Apparent labour productivity,Leather,1000 EUR per person,72.55550307
2019,Netherlands,Apparent labour productivity,Liquid biofuels,1000 EUR per person,228.3441015
2019,Netherlands,Apparent labour productivity,Paper,1000 EUR per person,123.7540904
2019,Netherlands,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,89.42414674
2019,Netherlands,Apparent labour productivity,Tobacco,1000 EUR per person,233.0615942
2019,Netherlands,Apparent labour productivity,Wood products,1000 EUR per person,74.01225714
2019,Netherlands,Apparent labour productivity,Wood products and furniture,1000 EUR per person,65.79849301
2019,Netherlands,Apparent labour productivity,Wooden furniture,1000 EUR per person,53.98854293
2019,Netherlands,Location Quotient,Agriculture,Ratio,0.491494744
2019,Netherlands,Location Quotient,Beverage,Ratio,0.458942192
2019,Netherlands,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.621258189
2019,Netherlands,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,0.466739363
2019,Netherlands,Location Quotient,Bio-based electricity,Ratio,0.178084994
2019,Netherlands,Location Quotient,Bio-based pharmaceuticals,Ratio,0.485145517
2019,Netherlands,Location Quotient,Bio-based textile,Ratio,0.362761906
2019,Netherlands,Location Quotient,Bio-based textiles,Ratio,0.196985106
2019,Netherlands,Location Quotient,Bio-based wearing apparel,Ratio,0.123859235
2019,Netherlands,Location Quotient,Bioeconomy,Ratio,0.516448406
2019,Netherlands,Location Quotient,Bioethanol,Ratio,0.649880841
2019,Netherlands,Location Quotient,Fishing and Aquaculture,Ratio,0.414617108
2019,Netherlands,Location Quotient,Food,Ratio,0.706085278
2019,Netherlands,Location Quotient,"Food, beverage and tobacco",Ratio,0.681813297
2019,Netherlands,Location Quotient,Forestry,Ratio,0.086030986
2019,Netherlands,Location Quotient,Leather,Ratio,0.15050283
2019,Netherlands,Location Quotient,Liquid biofuels,Ratio,0.243568327
2019,Netherlands,Location Quotient,Paper,Ratio,0.652242172
2019,Netherlands,Location Quotient,Rubber and bio-based plastics,Ratio,0.148352297
2019,Netherlands,Location Quotient,Tobacco,Ratio,0.598950311
2019,Netherlands,Location Quotient,Wood products,Ratio,0.381137007
2019,Netherlands,Location Quotient,Wood products and furniture,Ratio,0.436500981
2019,Netherlands,Location Quotient,Wooden furniture,Ratio,0.551735602
2019,Netherlands,Number of persons employed,Agriculture,Number of people employed,195000
2019,Netherlands,Number of persons employed,Beverage,Number of people employed,9067
2019,Netherlands,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,2551.950038
2019,Netherlands,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,9696.451018
2019,Netherlands,Number of persons employed,Bio-based electricity,Number of people employed,200.4091643
2019,Netherlands,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,6729.785751
2019,Netherlands,Number of persons employed,Bio-based textile,Number of people employed,3557.070252
2019,Netherlands,Number of persons employed,Bio-based textiles,Number of people employed,7002.980594
2019,Netherlands,Number of persons employed,Bio-based wearing apparel,Number of people employed,1993.514071
2019,Netherlands,Number of persons employed,Bioeconomy,Number of people employed,404317.176
2019,Netherlands,Number of persons employed,Bioethanol,Number of people employed,281.7689636
2019,Netherlands,Number of persons employed,Fishing and Aquaculture,Number of people employed,3000
2019,Netherlands,Number of persons employed,Food,Number of people employed,132532
2019,Netherlands,Number of persons employed,"Food, beverage and tobacco",Number of people employed,142703
2019,Netherlands,Number of persons employed,Forestry,Number of people employed,2000
2019,Netherlands,Number of persons employed,Leather,Number of people employed,1452.39627
2019,Netherlands,Number of persons employed,Liquid biofuels,Number of people employed,281.7689636
2019,Netherlands,Number of persons employed,Paper,Number of people employed,18543.21625
2019,Netherlands,Number of persons employed,Rubber and bio-based plastics,Number of people employed,414.7152301
2019,Netherlands,Number of persons employed,Tobacco,Number of people employed,1104
2019,Netherlands,Number of persons employed,Total sectors,Number of people employed,8982400
2019,Netherlands,Number of persons employed,Wood products,Number of people employed,15269.49136
2019,Netherlands,Number of persons employed,Wood products and furniture,Number of people employed,25889.34999
2019,Netherlands,Number of persons employed,Wooden furniture,Number of people employed,10619.85863
2019,Netherlands,Turnover,Agriculture,Million euros,32271
2019,Netherlands,Turnover,Beverage,Million euros,5241.2
2019,Netherlands,Turnover,Bio-based chemicals (excluding biofuels),Million euros,3130.660163
2019,Netherlands,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,6495.018413
2019,Netherlands,Turnover,Bio-based pharmaceuticals,Million euros,3236.360831
2019,Netherlands,Turnover,Bio-based textile,Million euros,919.2064038
2019,Netherlands,Turnover,Bio-based textiles,Million euros,1556.104895
2019,Netherlands,Turnover,Bio-based wearing apparel,Million euros,284.9479545
2019,Netherlands,Turnover,Bioeconomy,Million euros,131791.8349
2019,Netherlands,Turnover,Bioethanol,Million euros,591.7249372
2019,Netherlands,Turnover,Fishing and Aquaculture,Million euros,509
2019,Netherlands,Turnover,Food,Million euros,70506.3
2019,Netherlands,Turnover,"Food, beverage and tobacco",Million euros,76596.3
2019,Netherlands,Turnover,Forestry,Million euros,350
2019,Netherlands,Turnover,Leather,Million euros,351.9505369
2019,Netherlands,Turnover,Liquid biofuels,Million euros,591.7249372
2019,Netherlands,Turnover,Paper,Million euros,8067.358481
2019,Netherlands,Turnover,Rubber and bio-based plastics,Million euros,127.9974193
2019,Netherlands,Turnover,Tobacco,Million euros,848.8
2019,Netherlands,Turnover,Wood products,Million euros,3650.919655
2019,Netherlands,Turnover,Wood products and furniture,Million euros,5355.328127
2019,Netherlands,Turnover,Wooden furniture,Million euros,1704.408471
2019,Netherlands,Value added at factor cost,Agriculture,Million euros,12823
2019,Netherlands,Value added at factor cost,Beverage,Million euros,1305.7
2019,Netherlands,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,519.5732833
2019,Netherlands,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,1687.770455
2019,Netherlands,Value added at factor cost,Bio-based pharmaceuticals,Million euros,1131.111616
2019,Netherlands,Value added at factor cost,Bio-based textile,Million euros,254.7435167
2019,Netherlands,Value added at factor cost,Bio-based textiles,Million euros,442.7678011
2019,Netherlands,Value added at factor cost,Bio-based wearing apparel,Million euros,82.64494226
2019,Netherlands,Value added at factor cost,Bioeconomy,Million euros,32808.85761
2019,Netherlands,Value added at factor cost,Bioethanol,Million euros,64.3402808
2019,Netherlands,Value added at factor cost,Fishing and Aquaculture,Million euros,306
2019,Netherlands,Value added at factor cost,Food,Million euros,11752.7
2019,Netherlands,Value added at factor cost,"Food, beverage and tobacco",Million euros,13315.7
2019,Netherlands,Value added at factor cost,Forestry,Million euros,171
2019,Netherlands,Value added at factor cost,Leather,Million euros,105.379342
2019,Netherlands,Value added at factor cost,Liquid biofuels,Million euros,64.3402808
2019,Netherlands,Value added at factor cost,Paper,Million euros,2294.798861
2019,Netherlands,Value added at factor cost,Rubber and bio-based plastics,Million euros,37.08555559
2019,Netherlands,Value added at factor cost,Tobacco,Million euros,257.3
2019,Netherlands,Value added at factor cost,Wood products,Million euros,1130.129521
2019,Netherlands,Value added at factor cost,Wood products and furniture,Million euros,1703.480215
2019,Netherlands,Value added at factor cost,Wooden furniture,Million euros,573.3506936
2019,Poland,Apparent labour productivity,Agriculture,1000 EUR per person,7.447099457
2019,Poland,Apparent labour productivity,Beverage,1000 EUR per person,63.50964293
2019,Poland,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,46.46199022
2019,Poland,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,43.0954993
2019,Poland,Apparent labour productivity,Bio-based electricity,1000 EUR per person,112.1985784
2019,Poland,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,50.52455527
2019,Poland,Apparent labour productivity,Bio-based textile,1000 EUR per person,17.93447416
2019,Poland,Apparent labour productivity,Bio-based textiles,1000 EUR per person,14.61832651
2019,Poland,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,11.76131514
2019,Poland,Apparent labour productivity,Biodiesel,1000 EUR per person,41.04644088
2019,Poland,Apparent labour productivity,Bioeconomy,1000 EUR per person,15.47003488
2019,Poland,Apparent labour productivity,Bioethanol,1000 EUR per person,54.16786021
2019,Poland,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,16.23529412
2019,Poland,Apparent labour productivity,Food,1000 EUR per person,26.06620176
2019,Poland,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,29.44545631
2019,Poland,Apparent labour productivity,Forestry,1000 EUR per person,27.20634921
2019,Poland,Apparent labour productivity,Leather,1000 EUR per person,16.23907641
2019,Poland,Apparent labour productivity,Liquid biofuels,1000 EUR per person,42.92836715
2019,Poland,Apparent labour productivity,Paper,1000 EUR per person,43.34095395
2019,Poland,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,30.25028195
2019,Poland,Apparent labour productivity,Tobacco,1000 EUR per person,94.44261395
2019,Poland,Apparent labour productivity,Wood products,1000 EUR per person,20.61397004
2019,Poland,Apparent labour productivity,Wood products and furniture,1000 EUR per person,19.44485552
2019,Poland,Apparent labour productivity,Wooden furniture,1000 EUR per person,17.96001715
2019,Poland,Location Quotient,Agriculture,Ratio,1.951253294
2019,Poland,Location Quotient,Beverage,Ratio,0.723245537
2019,Poland,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,1.137967599
2019,Poland,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,0.816616369
2019,Poland,Location Quotient,Bio-based electricity,Ratio,1.011404065
2019,Poland,Location Quotient,Bio-based pharmaceuticals,Ratio,0.505406556
2019,Poland,Location Quotient,Bio-based textile,Ratio,1.090004592
2019,Poland,Location Quotient,Bio-based textiles,Ratio,0.936374876
